"id","name","desc","is_root","is_enable","parent_id","level"
3371,导演,,0,1,2018,3
3372,编剧,,0,1,2018,3
3373,制片人,,0,1,2018,3
3374,美术指导,,0,1,2018,3
3375,录音/音效,,0,1,2018,3
3376,影视制作,,0,1,2018,3
3377,影视策划,,0,1,2018,3
3378,影视发行,,0,1,2018,3
3379,编辑,,0,1,2019,3
3380,美编,,0,1,2019,3
3381,文案编辑,,0,1,2019,3
3382,主编/副主编,,0,1,2019,3
3383,总编/副总编,,0,1,2019,3
3384,采编,,0,1,2019,3
3385,记者,,0,1,2019,3
3386,撰稿人,,0,1,2019,3
3387,校对录入,,0,1,2019,3
3388,排版设计,,0,1,2019,3
3389,印刷排版,,0,1,2019,3
3390,出版发行,,0,1,2019,3
3391,发行管理,,0,1,2019,3
3392,主播,,0,1,2020,3
3393,带货主播,,0,1,2020,3
3394,主播助理,,0,1,2020,3
3395,演员/模特,,0,1,2020,3
3396,服装/试衣模特,,0,1,2020,3
3397,水族馆表演员,,0,1,2020,3
3398,经纪人,,0,1,2020,3
3399,主持人,,0,1,2020,3
3400,配音,,0,1,2020,3
3401,DJ,,0,1,2020,3
3402,广告文案,,0,1,2021,3
3403,广告设计,,0,1,2021,3
3404,广告创意设计,,0,1,2021,3
3405,广告创意/设计总监,,0,1,2021,3
3406,创意总监,,0,1,2021,3
3407,广告制作,,0,1,2021,3
3408,广告协调,,0,1,2021,3
3409,广告美术指导,,0,1,2021,3
3410,广告审核,,0,1,2021,3
3411,政府关系,,0,1,2022,3
3412,品牌公关,,0,1,2022,3
3413,商务公关,,0,1,2022,3
3414,活动公关,,0,1,2022,3
3415,公关专员,,0,1,2022,3
3416,公关经理/主管,,0,1,2022,3
3417,公关总监,,0,1,2022,3
3418,媒介策划,,0,1,2022,3
3419,媒介投放,,0,1,2022,3
3420,媒介合作,,0,1,2022,3
3421,媒介顾问,,0,1,2022,3
3422,媒介专员,,0,1,2022,3
3423,媒介经理,,0,1,2022,3
3424,媒介总监,,0,1,2022,3
3425,化妆师,,0,1,2023,3
3426,灯光师,,0,1,2023,3
3427,造型师,,0,1,2023,3
3428,舞美设计,,0,1,2023,3
3429,舞台艺术指导,,0,1,2023,3
3430,服装道具,,0,1,2023,3
3431,放映员,,0,1,2024,3
3432,剧务,,0,1,2024,3
3433,摄影助理,,0,1,2024,3
3434,化妆助理,,0,1,2024,3
3435,导演助理,,0,1,2024,3
3436,艺人助理,,0,1,2024,3
3437,群演/跟组演员,,0,1,2024,3
3438,咨询顾问,,0,1,2025,3
3439,咨询经理,,0,1,2025,3
3440,咨询总监,,0,1,2025,3
3441,咨询项目经理,,0,1,2025,3
3442,猎头顾问,,0,1,2025,3
3443,人力资源咨询顾问,,0,1,2025,3
3444,企业管理咨询,,0,1,2025,3
3445,战略咨询,,0,1,2025,3
3446,财务咨询顾问,,0,1,2025,3
3447,IT咨询顾问,,0,1,2025,3
3448,专利代理,,0,1,2025,3
3449,知识产权代理,,0,1,2025,3
3450,政策研究,,0,1,2025,3
3451,心理咨询师,,0,1,2025,3
3452,婚恋咨询师,,0,1,2025,3
3453,英语翻译,,0,1,2026,3
3454,日语翻译,,0,1,2026,3
3455,韩语/朝鲜语翻译,,0,1,2026,3
3456,俄语翻译,,0,1,2026,3
3457,法语翻译,,0,1,2026,3
3458,西班牙语翻译,,0,1,2026,3
3459,德语翻译,,0,1,2026,3
3460,阿拉伯语翻译,,0,1,2026,3
3461,葡萄牙语翻译,,0,1,2026,3
3462,意大利语翻译,,0,1,2026,3
3463,小语种翻译,,0,1,2026,3
3464,高级翻译,,0,1,2026,3
3465,驻外翻译,,0,1,2026,3
3466,律师助理,,0,1,2027,3
3467,事务所律师,,0,1,2027,3
3468,诉讼律师,,0,1,2027,3
3469,民事律师,,0,1,2027,3
3470,知识产权律师,,0,1,2027,3
3471,专利律师,,0,1,2027,3
3472,法律顾问,,0,1,2027,3
3473,企业律师/合规顾问,,0,1,2027,3
3474,权证/过户,,0,1,2028,3
3475,司法鉴定,,0,1,2028,3
3476,法医,,0,1,2028,3
3477,餐饮店长,,0,1,2029,3
3478,餐饮大堂经理,,0,1,2029,3
3479,领班,,0,1,2029,3
3480,服务员,,0,1,2029,3
3481,收银,,0,1,2029,3
3482,礼仪/迎宾/接待,,0,1,2029,3
3483,厨师,,0,1,2029,3
3484,厨师长,,0,1,2029,3
3485,行政总厨,,0,1,2029,3
3486,中餐厨师,,0,1,2029,3
3487,西餐厨师,,0,1,2029,3
3488,日料厨师,,0,1,2029,3
3489,烧烤师傅,,0,1,2029,3
3490,配菜打荷,,0,1,2029,3
3491,洗碗工,,0,1,2029,3
3492,传菜员,,0,1,2029,3
3493,食品加工/处理,,0,1,2029,3
3494,生鲜食品加工/处理,,0,1,2029,3
3495,厨工/帮厨,,0,1,2029,3
3496,中餐厨工,,0,1,2029,3
3497,西餐厨工,,0,1,2029,3
3498,日餐厨工,,0,1,2029,3
3499,烘焙厨工,,0,1,2029,3
3500,烘焙师,,0,1,2029,3
3501,蛋糕师,,0,1,2029,3
3502,甜品师,,0,1,2029,3
3503,裱花师,,0,1,2029,3
3504,面点师,,0,1,2029,3
3505,西点师,,0,1,2029,3
3506,调酒师,,0,1,2029,3
3507,品酒师,,0,1,2029,3
3508,咖啡师,,0,1,2029,3
3509,茶艺师,,0,1,2029,3
3510,调饮师,,0,1,2029,3
3511,送餐员,,0,1,2029,3
3512,门店店长,,0,1,2030,3
3513,店员/营业员,,0,1,2030,3
3514,促销员,,0,1,2030,3
3515,陈列员,,0,1,2030,3
3516,理货员,,0,1,2030,3
3517,防损员,,0,1,2030,3
3518,售票员,,0,1,2030,3
3519,收银,,0,1,2030,3
3520,督导巡店,,0,1,2030,3
3521,卖场经理,,0,1,2030,3
3522,服装销售,,0,1,2030,3
3523,珠宝销售,,0,1,2030,3
3524,保安,,0,1,2031,3
3525,保安经理,,0,1,2031,3
3526,安全员,,0,1,2031,3
3527,地铁安检,,0,1,2031,3
3528,辅警,,0,1,2031,3
3529,协警,,0,1,2031,3
3530,交通管理员,,0,1,2031,3
3531,押运员,,0,1,2031,3
3532,消防中控员,,0,1,2031,3
3533,酒店前台,,0,1,2032,3
3534,酒店经理,,0,1,2032,3
3535,酒店大堂,,0,1,2032,3
3536,前厅经理,,0,1,2032,3
3537,客房服务员,,0,1,2032,3
3538,客房经理,,0,1,2032,3
3539,公寓管家,,0,1,2032,3
3540,民宿运营,,0,1,2032,3
3541,贵宾服务主任,,0,1,2032,3
3542,行李员,,0,1,2032,3
3543,保洁,,0,1,2033,3
3544,保洁经理,,0,1,2033,3
3545,保姆,,0,1,2033,3
3546,月嫂,,0,1,2033,3
3547,产后康复师,,0,1,2033,3
3548,催乳师,,0,1,2033,3
3549,家政,,0,1,2033,3
3550,钟点工,,0,1,2033,3
3551,水电维修,,0,1,2033,3
3552,电子/电器维修/保养,,0,1,2033,3
3553,计算机维修,,0,1,2033,3
3554,家电维修,,0,1,2033,3
3555,手机维修,,0,1,2033,3
3556,纱窗维修,,0,1,2033,3
3557,维修经理/主管,,0,1,2033,3
3558,旅游顾问,,0,1,2034,3
3559,旅游策划师,,0,1,2034,3
3560,旅游产品经理,,0,1,2034,3
3561,导游,,0,1,2034,3
3562,讲解员,,0,1,2034,3
3563,计调,,0,1,2034,3
3564,签证专员,,0,1,2034,3
3565,预定票务,,0,1,2034,3
3566,出镜操作,,0,1,2034,3
3567,酒店试睡员,,0,1,2034,3
3568,美容师,,0,1,2035,3
3569,化妆师,,0,1,2035,3
3570,美甲师,,0,1,2035,3
3571,发型师,,0,1,2035,3
3572,纹绣师,,0,1,2035,3
3573,美体师,,0,1,2035,3
3574,按摩师,,0,1,2035,3
3575,足疗师,,0,1,2035,3
3576,健康顾问,,0,1,2035,3
3577,美容顾问,,0,1,2035,3
3578,彩妆顾问,,0,1,2035,3
3579,会籍顾问,,0,1,2035,3
3580,健身顾问,,0,1,2036,3
3581,健身教练,,0,1,2036,3
3582,瑜伽教练,,0,1,2036,3
3583,美体教练,,0,1,2036,3
3584,舞蹈老师,,0,1,2036,3
3585,跆拳道教练,,0,1,2036,3
3586,武术教练,,0,1,2036,3
3587,游泳教练,,0,1,2036,3
3588,球类运动教练,,0,1,2036,3
3589,篮球/羽毛球教练,,0,1,2036,3
3590,高尔夫教练,,0,1,2036,3
3591,户外/游戏教练,,0,1,2036,3
3592,轮滑教练,,0,1,2036,3
3593,救生员,,0,1,2036,3
3594,潜水员,,0,1,2036,3
3595,宠物美容,,0,1,2037,3
3596,宠物医生,,0,1,2037,3
3597,兽医,,0,1,2037,3
3598,训犬师,,0,1,2037,3
3599,婚礼策划,,0,1,2038,3
3600,花艺师,,0,1,2038,3
3601,储备干部,,0,1,2039,3
3602,储备经理人,,0,1,2039,3
3603,事业单位人员,,0,1,2040,3
3604,公务员,,0,1,2040,3
3605,公共卫生,,0,1,2040,3
3606,疾病控制,,0,1,2040,3
3607,社工,,0,1,2041,3
3608,志愿者/义工,,0,1,2041,3
