"id","name","desc","is_root","is_enable","parent_id","level"
2659,区域负责人（辖多个分公司）,,0,1,1956,3
2660,产品总监/VP,,0,1,1956,3
2661,人力资源VP/CHO,,0,1,1956,3
2662,企业秘书,,0,1,1956,3
2663,高级管理职位,,0,1,1956,3
2664,房地产策划,,0,1,1957,3
2665,地产策划总监,,0,1,1957,3
2666,房地产项目开发报建,,0,1,1957,3
2667,地产项目管理,,0,1,1957,3
2668,地产项目总监,,0,1,1957,3
2669,地产招投标,,0,1,1957,3
2670,地产招投标总监,,0,1,1957,3
2671,项目申报专员,,0,1,1957,3
2672,房产评估师,,0,1,1957,3
2673,房地产资产管理,,0,1,1957,3
2674,房产销售,,0,1,1958,3
2675,房地产销售总监,,0,1,1958,3
2676,物业招商管理,,0,1,1958,3
2677,物业经理,,0,1,1959,3
2678,物业工程经理,,0,1,1959,3
2679,物业管理员,,0,1,1959,3
2680,物业维修,,0,1,1959,3
2681,消防中控员,,0,1,1959,3
2682,绿化工,,0,1,1959,3
2683,建筑设计师,,0,1,1960,3
2684,建筑工程师,,0,1,1960,3
2685,BIM工程师,,0,1,1960,3
2686,建筑模型师,,0,1,1960,3
2687,建筑制图,,0,1,1960,3
2688,施工图设计,,0,1,1960,3
2689,绘图员,,0,1,1960,3
2690,效果图设计,,0,1,1960,3
2691,深化设计,,0,1,1960,3
2692,结构工程师,,0,1,1960,3
2693,结构设计师,,0,1,1960,3
2694,城市规划设计,,0,1,1960,3
2695,道路设计,,0,1,1960,3
2696,给排水设计,,0,1,1960,3
2697,工程设计工程师,,0,1,1960,3
2698,幕墙设计,,0,1,1960,3
2699,园林/景观设计师,,0,1,1960,3
2700,环境艺术设计,,0,1,1960,3
2701,照明设计,,0,1,1960,3
2702,智能化设计,,0,1,1960,3
2703,室内设计,,0,1,1961,3
2704,家装设计,,0,1,1961,3
2705,家具设计,,0,1,1961,3
2706,软装设计,,0,1,1961,3
2707,硬装设计,,0,1,1961,3
2708,空间设计师,,0,1,1961,3
2709,装修工程师,,0,1,1961,3
2710,装修项目经理,,0,1,1961,3
2711,家装顾问,,0,1,1961,3
2712,市政工程,,0,1,1962,3
2713,道路工程师,,0,1,1962,3
2714,桥梁工程师,,0,1,1962,3
2715,隧道工程师,,0,1,1962,3
2716,岩土工程,,0,1,1962,3
2717,爆破工程师,,0,1,1962,3
2718,钢结构工程师,,0,1,1962,3
2719,房修工程师,,0,1,1962,3
2720,土建勘察,,0,1,1962,3
2721,地铁轨道设计,,0,1,1962,3
2722,轨道交通工程师,,0,1,1962,3
2723,水利水电工程师,,0,1,1962,3
2724,水利/港口工程技术,,0,1,1962,3
2725,海洋工程,,0,1,1962,3
2726,民航工程设计,,0,1,1962,3
2727,暖通工程师,,0,1,1963,3
2728,给排水工程师,,0,1,1963,3
2729,空调工程师,,0,1,1963,3
2730,安装工程师,,0,1,1963,3
2731,水电安装工程师,,0,1,1963,3
2732,配电设计,,0,1,1963,3
2733,弱电工程师,,0,1,1963,3
2734,建筑机电工程师,,0,1,1963,3
2735,电力工程师,,0,1,1963,3
2736,电力电子研发工程师,,0,1,1963,3
2737,电力系统研发工程师,,0,1,1963,3
2738,控制保护研发工程师,,0,1,1963,3
2739,智能大厦/布线,,0,1,1963,3
2740,消防工程师,,0,1,1963,3
2741,安防,,0,1,1963,3
2742,房地产项目工程师,,0,1,1963,3
2743,架线和管道工程技术,,0,1,1963,3
2744,光源/照明工程师,,0,1,1963,3
2745,工程监理,,0,1,1964,3
2746,工程经理,,0,1,1964,3
2747,工程总监,,0,1,1964,3
2748,建筑施工现场管理,,0,1,1964,3
2749,土木/土建工程师,,0,1,1964,3
2750,高级建筑工程师/建筑总工,,0,1,1964,3
2751,资料员,,0,1,1964,3
2752,工程资料管理,,0,1,1964,3
2753,测量员,,0,1,1964,3
2754,测绘员,,0,1,1964,3
2755,业内技术员,,0,1,1964,3
2756,工程造价,,0,1,1964,3
2757,工程预算,,0,1,1964,3
2758,报价工程师,,0,1,1964,3
2759,成本经理/主管,,0,1,1964,3
2760,施工安全员,,0,1,1965,3
2761,安全管理,,0,1,1965,3
2762,安全主管,,0,1,1965,3
2763,建筑工程安全管理,,0,1,1965,3
2764,工程质量管理,,0,1,1965,3
2765,化验员/质检员,,0,1,1965,3
2766,施工员,,0,1,1966,3
2767,施工队长,,0,1,1966,3
2768,电梯工,,0,1,1966,3
2769,空调工,,0,1,1966,3
2770,土建工,,0,1,1966,3
2771,钢筋工,,0,1,1966,3
2772,材料员,,0,1,1966,3
2773,瓦工,,0,1,1966,3
2774,水工,,0,1,1966,3
2775,木工,,0,1,1966,3
2776,保险顾问,,0,1,1967,3
2777,保险理赔,,0,1,1967,3
2778,车险专员,,0,1,1967,3
2779,汽车定损理赔,,0,1,1967,3
2780,车险勘查,,0,1,1967,3
2781,保险培训师,,0,1,1967,3
2782,续保专员,,0,1,1967,3
2783,保险项目策划,,0,1,1967,3
2784,保险契约管理,,0,1,1967,3
2785,保险受理员,,0,1,1967,3
2786,保险公估师,,0,1,1967,3
2787,保险产品开发,,0,1,1967,3
2788,保险精算师,,0,1,1967,3
2789,保险核安,,0,1,1967,3
2790,柜员,,0,1,1968,3
2791,客户经理,,0,1,1968,3
2792,理财顾问,,0,1,1968,3
2793,信用卡销售,,0,1,1968,3
2794,大堂经理,,0,1,1968,3
2795,行长/副行长,,0,1,1968,3
2796,金融产品经理,,0,1,1968,3
2797,金融风控,,0,1,1968,3
2798,信贷审核,,0,1,1968,3
2799,信贷管理,,0,1,1968,3
2800,催收员,,0,1,1968,3
2801,清算,,0,1,1968,3
2802,保理人,,0,1,1968,3
2803,投融资,,0,1,1969,3
2804,投资助理,,0,1,1969,3
2805,投资经理,,0,1,1969,3
2806,投资总监,,0,1,1969,3
2807,投资VP,,0,1,1969,3
2808,投资合伙人,,0,1,1969,3
2809,投资银行业务,,0,1,1969,3
2810,投资者关系,,0,1,1969,3
2811,股权投资,,0,1,1969,3
2812,投后管理,,0,1,1969,3
2813,并购,,0,1,1969,3
2814,融资,,0,1,1969,3
2815,融资总监,,0,1,1969,3
2816,资产评估,,0,1,1969,3
2817,资产管理,,0,1,1969,3
2818,行业研究,,0,1,1969,3
2819,金融研究,,0,1,1969,3
2820,金融数据分析,,0,1,1969,3
2821,投行财务分析,,0,1,1969,3
2822,量化研究,,0,1,1969,3
2823,交易员,,0,1,1969,3
2824,股票/期货操盘手,,0,1,1969,3
2825,证券分析,,0,1,1970,3
2826,证券经纪人,,0,1,1970,3
2827,证券交易员,,0,1,1970,3
2828,证券事务代表,,0,1,1970,3
2829,证券/投资项目经理,,0,1,1970,3
2830,基金销售,,0,1,1970,3
2831,基金经理,,0,1,1970,3
2832,期货经纪人,,0,1,1970,3
2833,外汇分析师,,0,1,1970,3
2834,外汇经纪人,,0,1,1970,3
2835,信息披露专员,,0,1,1970,3
2836,信托业务,,0,1,1971,3
2837,担保业务,,0,1,1971,3
2838,典当业务,,0,1,1971,3
2839,拍卖师,,0,1,1971,3
2840,珠宝/收藏品鉴定,,0,1,1971,3
2841,采购专员/助理,,0,1,1972,3
2842,采购经理/主管,,0,1,1972,3
2843,采购总监,,0,1,1972,3
2844,商务采购,,0,1,1972,3
2845,采购工程师,,0,1,1972,3
2846,买手,,0,1,1972,3
2847,供应商/采购质量管理,,0,1,1972,3
2848,供应商开发,,0,1,1972,3
2849,物料专员,,0,1,1972,3
2850,物料经理,,0,1,1972,3
2851,外贸业务员,,0,1,1973,3
2852,外贸经理,,0,1,1973,3
2853,贸易跟单,,0,1,1973,3
2854,单证员,,0,1,1973,3
2855,关务专员,,0,1,1973,3
2856,关务管理,,0,1,1973,3
2857,报告/报检员,,0,1,1973,3
2858,地产招投标,,0,1,1974,3
2859,地产招投标总监,,0,1,1974,3
2860,医药项目招投标,,0,1,1974,3
2861,工程招投标,,0,1,1974,3
2862,项目招投标,,0,1,1974,3
2863,物流专员,,0,1,1975,3
2864,物流经理,,0,1,1975,3
2865,物流总监,,0,1,1975,3
2866,物流跟单,,0,1,1975,3
2867,物流运营,,0,1,1975,3
2868,物流规划,,0,1,1975,3
2869,物流监督,,0,1,1975,3
2870,调度员,,0,1,1975,3
2871,运输经理/主管,,0,1,1975,3
2872,物流/仓储项目经理,,0,1,1975,3
2873,货运代理专员,,0,1,1975,3
2874,货运代理经理,,0,1,1975,3
2875,水/空/陆运操作,,0,1,1975,3
2876,集装箱管理,,0,1,1975,3
2877,供应链专员,,0,1,1976,3
2878,供应链经理,,0,1,1976,3
2879,供应链总监,,0,1,1976,3
2880,仓库管理员,,0,1,1977,3
2881,仓库文员,,0,1,1977,3
2882,仓库经理,,0,1,1977,3
2883,仓库物料管理,,0,1,1977,3
2884,快递员,,0,1,1978,3
2885,送餐员,,0,1,1978,3
2886,理货员,,0,1,1978,3
2887,搬运工,,0,1,1978,3
2888,配/理/拣/发货,,0,1,1978,3
2889,配送员,,0,1,1978,3
2890,货运司机,,0,1,1979,3
2891,商务司机,,0,1,1979,3
2892,网约车司机,,0,1,1979,3
2893,出租车驾驶员,,0,1,1979,3
2894,代驾司机,,0,1,1979,3
2895,大巴司机,,0,1,1979,3
2896,通勤司机,,0,1,1979,3
2897,校车司机,,0,1,1979,3
2898,卡车司机,,0,1,1979,3
2899,吊车司机,,0,1,1979,3
2900,危化品司机,,0,1,1979,3
2901,油罐车司机,,0,1,1979,3
2902,机动车司机/驾驶,,0,1,1979,3
2903,船员/水手,,0,1,1979,3
2904,船舶驾驶/操作,,0,1,1979,3
2905,飞机驾驶/操作,,0,1,1979,3
2906,列车驾驶/操作,,0,1,1979,3
2907,地铁安检,,0,1,1980,3
2908,地铁站务员,,0,1,1980,3
2909,公交/地铁乘务,,0,1,1980,3
2910,机场地勤人员,,0,1,1980,3
2911,航空乘务,,0,1,1980,3
2912,邮轮乘务,,0,1,1980,3
2913,船舶乘务,,0,1,1980,3
2914,车身/造型设计,,0,1,1981,3
2915,内外饰设计工程师,,0,1,1981,3
2916,动力系统设计,,0,1,1981,3
2917,动力系统工程师,,0,1,1981,3
2918,线束设计,,0,1,1981,3
2919,地盘工程师,,0,1,1981,3
2920,汽车零部件设计,,0,1,1981,3
2921,汽车电子工程师,,0,1,1981,3
2922,汽车结构工程师,,0,1,1981,3
2923,汽车质量工程师,,0,1,1981,3
2924,汽车装配工程师,,0,1,1981,3
2925,汽车机械工程师,,0,1,1981,3
2926,总装工程师,,0,1,1981,3
2927,汽车/摩托工程师,,0,1,1981,3
2928,汽车项目经理,,0,1,1981,3
2929,充电桩设计,,0,1,1981,3
2930,汽车维修,,0,1,1982,3
2931,汽车保养,,0,1,1982,3
2932,汽车美容,,0,1,1982,3
2933,汽车喷漆,,0,1,1982,3
2934,汽车贴膜,,0,1,1982,3
2935,汽车装潢,,0,1,1982,3
2936,汽车改装,,0,1,1982,3
2937,汽车电工,,0,1,1982,3
2938,抛光工,,0,1,1982,3
2939,洗车工,,0,1,1982,3
2940,汽车轮胎服务,,0,1,1982,3
2941,汽车售后服务,,0,1,1982,3
2942,汽车定损理赔,,0,1,1982,3
2943,车险勘察,,0,1,1982,3
2944,二手车评估师,,0,1,1982,3
2945,加油站工作员,,0,1,1982,3
2946,汽车销售,,0,1,1983,3
2947,汽车金融销售,,0,1,1983,3
2948,汽车配件销售,,0,1,1983,3
2949,二手车经纪人,,0,1,1983,3
2950,"4S店店长",,0,1,1983,3
2951,机械设计,,0,1,1984,3
2952,机械工程师,,0,1,1984,3
2953,机械结构工程师,,0,1,1984,3
2954,机械研发工程师,,0,1,1984,3
2955,机械工艺工程师,,0,1,1984,3
2956,机械制图,,0,1,1984,3
2957,模具设计,,0,1,1984,3
2958,模具工程师,,0,1,1984,3
2959,零部件设计,,0,1,1984,3
2960,工艺/制程工程师,,0,1,1984,3
2961,装配工程师,,0,1,1984,3
2962,焊接工程师,,0,1,1984,3
2963,注塑工程师,,0,1,1984,3
2964,夹具工程师,,0,1,1984,3
2965,铸造/锻造工程师,,0,1,1984,3
2966,冲压工程师,,0,1,1984,3
2967,涂装工程师,,0,1,1984,3
2968,工装工程师,,0,1,1984,3
2969,喷涂技术员,,0,1,1984,3
2970,精益工程师,,0,1,1984,3
2971,制造工程师,,0,1,1984,3
2972,CNC/数控编程,,0,1,1984,3
2973,工业工程师,,0,1,1984,3
2974,工业设计,,0,1,1984,3
2975,机械设备工程师,,0,1,1985,3
2976,机械维修/保养,,0,1,1985,3
2977,机电工程师,,0,1,1985,3
2978,电机工程师,,0,1,1985,3
2979,发动机工程师,,0,1,1985,3
2980,材料工程师,,0,1,1985,3
2981,高分子材料工程师,,0,1,1985,3
2982,材料工艺工程师,,0,1,1985,3
2983,工业机器人工程师,,0,1,1985,3
2984,机器人调试工程师,,0,1,1985,3
2985,试验工程师,,0,1,1985,3
2986,液压工程师,,0,1,1985,3
2987,气动工程师,,0,1,1985,3
2988,安全性能工程师,,0,1,1985,3
2989,热能工程师,,0,1,1985,3
2990,热设计工程师,,0,1,1985,3
2991,锅炉工程师/技师,,0,1,1985,3
2992,电机工程师,,0,1,1986,3
2993,电池工程师,,0,1,1986,3
2994,线束设计,,0,1,1986,3
2995,充电桩设计,,0,1,1986,3
2996,化工研发,,0,1,1987,3
2997,化学分析,,0,1,1987,3
2998,化学操作,,0,1,1987,3
2999,化学技术应用,,0,1,1987,3
3000,化学制剂研发,,0,1,1987,3
3001,化工项目经理,,0,1,1987,3
3002,化学/化工技术总监,,0,1,1987,3
3003,化学合成,,0,1,1987,3
3004,化验/检验,,0,1,1987,3
3005,食品/饮料研发,,0,1,1987,3
3006,食品/饮料检验,,0,1,1987,3
3007,化妆品研发,,0,1,1987,3
3008,油漆/化工涂料研发,,0,1,1987,3
3009,涂料研发,,0,1,1987,3
3010,塑料工程师,,0,1,1987,3
3011,橡胶工程师,,0,1,1987,3
3012,造纸研发,,0,1,1987,3
3013,服装/纺织设计,,0,1,1988,3
3014,服装/纺织设计总监,,0,1,1988,3
3015,鞋子设计,,0,1,1988,3
3016,布艺设计,,0,1,1988,3
3017,服装/纺织/皮革工艺师,,0,1,1988,3
3018,服装/纺织/皮革跟单,,0,1,1988,3
3019,服装/纺织/皮革质量管理,,0,1,1988,3
3020,服装/纺织/皮革项目经理,,0,1,1988,3
3021,面料辅料采购,,0,1,1988,3
3022,面料辅料开发,,0,1,1988,3
3023,电脑放码员,,0,1,1988,3
3024,缝纫工,,0,1,1988,3
3025,打样/制版,,0,1,1988,3
3026,样衣工,,0,1,1988,3
3027,挡车工,,0,1,1988,3
3028,印染工,,0,1,1988,3
3029,整经工,,0,1,1988,3
3030,漂染工,,0,1,1988,3
3031,细沙工,,0,1,1988,3
3032,浆纱工,,0,1,1988,3
3033,印刷操作,,0,1,1989,3
3034,印刷排版,,0,1,1989,3
3035,印刷机械机长,,0,1,1989,3
3036,电分操作员,,0,1,1989,3
3037,数码直印/菲林输出,,0,1,1989,3
3038,切纸机操作工,,0,1,1989,3
3039,调墨技师,,0,1,1989,3
3040,晒版员,,0,1,1989,3
3041,打稿机操作员,,0,1,1989,3
3042,包装工,,0,1,1989,3
3043,装订工,,0,1,1989,3
3044,压痕工,,0,1,1989,3
3045,烫金工,,0,1,1989,3
3046,复卷工,,0,1,1989,3
3047,包装工程师,,0,1,1989,3
3048,飞机维修/保养,,0,1,1990,3
3049,飞机设计制造,,0,1,1990,3
3050,船舶维修/保养,,0,1,1990,3
3051,船舶设计制造,,0,1,1990,3
3052,列车维修/保养,,0,1,1990,3
3053,列车设计制造,,0,1,1990,3
3054,生产文员,,0,1,1991,3
3055,生产跟单,,0,1,1991,3
3056,生产计划管理,,0,1,1991,3
3057,生产设备管理,,0,1,1991,3
3058,生产运营管理,,0,1,1991,3
3059,生产物料管理,,0,1,1991,3
3060,生产产品管理,,0,1,1991,3
3061,生产组长/拉长,,0,1,1991,3
3062,生产主管/督导,,0,1,1991,3
3063,生产经理,,0,1,1991,3
3064,生产项目经理,,0,1,1991,3
3065,车间主任,,0,1,1991,3
3066,生产总监,,0,1,1991,3
3067,厂长,,0,1,1991,3
3068,生产安全员,,0,1,1991,3
3069,生产技术员,,0,1,1991,3
3070,生产工程师,,0,1,1991,3
3071,生产项目工程师,,0,1,1991,3
3072,总工程师/副总工程师,,0,1,1991,3
3073,生产营运主管,,0,1,1991,3
3074,生产营运经理,,0,1,1991,3
3075,机械设备经理,,0,1,1991,3
3076,工程机械主管,,0,1,1991,3
3077,工程机械经理,,0,1,1991,3
3078,质检员,,0,1,1992,3
3079,QC质检,,0,1,1992,3
3080,QA专员,,0,1,1992,3
3081,QA工程师,,0,1,1992,3
3082,品控/品质主管,,0,1,1992,3
3083,质量管理/测试,,0,1,1992,3
3084,化验工程师,,0,1,1992,3
3085,检测,,0,1,1992,3
3086,无损检测工程师,,0,1,1992,3
3087,计量工程师,,0,1,1992,3
3088,采样技术员,,0,1,1992,3
3089,质量体系工程师,,0,1,1992,3
3090,认证工程师,,0,1,1992,3
3091,认证审核员,,0,1,1992,3
3092,可靠度工程师,,0,1,1992,3
3093,故障分析师,,0,1,1992,3
3094,技术文档工程师,,0,1,1992,3
3095,普工/操作工,,0,1,1993,3
3096,技工,,0,1,1993,3
3097,电工,,0,1,1993,3
3098,钳工,,0,1,1993,3
3099,焊工,,0,1,1993,3
3100,氩弧焊工,,0,1,1993,3
3101,叉车工,,0,1,1993,3
3102,铲车司机,,0,1,1993,3
3103,组装工,,0,1,1993,3
3104,车工,,0,1,1993,3
3105,模具工,,0,1,1993,3
3106,机电技师,,0,1,1993,3
3107,CNC/数控操作,,0,1,1993,3
3108,油漆工,,0,1,1993,3
3109,仪表工,,0,1,1993,3
3110,注塑工,,0,1,1993,3
3111,锅炉工,,0,1,1993,3
3112,磨工,,0,1,1993,3
3113,万能工,,0,1,1993,3
3114,铣工,,0,1,1993,3
3115,电力线路工,,0,1,1993,3
3116,折弯工,,0,1,1993,3
3117,钣金工,,0,1,1993,3
3118,柳工,,0,1,1993,3
3119,挖掘机司机,,0,1,1993,3
3120,钻工,,0,1,1993,3
3121,调色员,,0,1,1993,3
3122,切割工,,0,1,1993,3
3123,抛光工,,0,1,1993,3
3124,裁床,,0,1,1993,3
3125,配色,,0,1,1993,3
3126,电镀工,,0,1,1993,3
3127,喷塑工,,0,1,1993,3
3128,浮法操作工程师,,0,1,1993,3
3129,裱胶工,,0,1,1993,3
3130,施压工,,0,1,1993,3
3131,能源/矿产项目,,0,1,1994,3
3132,选矿/采矿,,0,1,1994,3
3133,冶金工程师,,0,1,1994,3
3134,节能/能源工程师,,0,1,1994,3
3135,石油工程师,,0,1,1994,3
3136,天然气技术人员,,0,1,1994,3
3137,核力/火力工程师,,0,1,1994,3
3138,风电工程师,,0,1,1994,3
3139,地质工程师,,0,1,1994,3
3140,勘探工程师,,0,1,1994,3
3141,考古技术员,,0,1,1994,3
3142,环境/健康/安全工程师（EHS）,,0,1,1995,3
3143,环境/健康/安全经理（EHS）,,0,1,1995,3
3144,环保工程师,,0,1,1995,3
3145,环保技术工程师,,0,1,1995,3
3146,环评技术员,,0,1,1995,3
3147,环境评价工程师,,0,1,1995,3
3148,水处理工程师,,0,1,1995,3
3149,废弃处理工程师,,0,1,1995,3
3150,固废处理工程师,,0,1,1995,3
3151,环境监测工程师,,0,1,1995,3
3152,生态治理/规划,,0,1,1995,3
3153,环境管理/园林景区保护,,0,1,1995,3
3154,农艺师,,0,1,1996,3
3155,园艺师,,0,1,1996,3
3156,花艺师,,0,1,1996,3
3157,作物育种,,0,1,1996,3
3158,林业技术人员,,0,1,1996,3
3159,畜牧师,,0,1,1997,3
3160,动物育种/繁殖,,0,1,1997,3
3161,动物营养/饲料研发,,0,1,1997,3
3162,兽医,,0,1,1997,3
3163,场长（农/林/牧/渔）,,0,1,1997,3
3164,试剂研发,,0,1,1998,3
3165,制药研发,,0,1,1998,3
3166,药品研发,,0,1,1998,3
3167,中药研发,,0,1,1998,3
3168,药物合成,,0,1,1998,3
3169,药理研究,,0,1,1998,3
3170,计算机辅助药物设计,,0,1,1998,3
3171,医药技术研发,,0,1,1998,3
3172,医药研发管理,,0,1,1998,3
3173,医药化学分析,,0,1,1998,3
3174,药物质量研究,,0,1,1998,3
3175,药品生产/质量管理,,0,1,1998,3
3176,制药工程师,,0,1,1998,3
3177,细胞培养技术,,0,1,1998,3
3178,动物实验技术员,,0,1,1998,3
3179,生物信息工程师,,0,1,1998,3
3180,生物工程/生物制药,,0,1,1998,3
3181,生物技术员,,0,1,1998,3
3182,医学检验,,0,1,1998,3
3183,医药产品经理,,0,1,1998,3
3184,医药项目经理,,0,1,1998,3
3185,临床协调,,0,1,1999,3
3186,临床研究,,0,1,1999,3
3187,临床检查员,,0,1,1999,3
3188,临床数据分析,,0,1,1999,3
3189,临床项目经理,,0,1,1999,3
3190,药品注册,,0,1,1999,3
3191,药物警戒,,0,1,1999,3
3192,医学总监,,0,1,1999,3
3193,医学经理,,0,1,1999,3
3194,医药代表,,0,1,2000,3
3195,药品市场推广专员/助理,,0,1,2000,3
3196,药品市场推广经理/主管,,0,1,2000,3
3197,医药招商,,0,1,2000,3
3198,医药项目招投标,,0,1,2000,3
3199,学术推广,,0,1,2000,3
3200,医药信息沟通专员,,0,1,2000,3
3201,医学信息专员,,0,1,2000,3
3202,医学联系员（MSL）,,0,1,2000,3
3203,医学编辑,,0,1,2000,3
3204,医疗器械销售,,0,1,2001,3
3205,医疗器械研发,,0,1,2001,3
3206,医疗器械生产/质量管理,,0,1,2001,3
3207,医疗器械售后工程师,,0,1,2001,3
3208,医疗器械维修/保养,,0,1,2001,3
3209,医疗器械注册,,0,1,2001,3
3210,内科医生,,0,1,2002,3
3211,外科医生,,0,1,2002,3
3212,皮肤科医生,,0,1,2002,3
3213,妇产科医生,,0,1,2002,3
3214,儿科医生,,0,1,2002,3
3215,幼儿园保健医,,0,1,2002,3
3216,口腔科医生,,0,1,2002,3
3217,眼科医生,,0,1,2002,3
3218,验光师,,0,1,2002,3
3219,中医,,0,1,2002,3
3220,医学影像医师,,0,1,2002,3
3221,放射科医师,,0,1,2002,3
3222,B超医生,,0,1,2002,3
3223,心电图医生,,0,1,2002,3
3224,核磁共振医生,,0,1,2002,3
3225,检验科医生,,0,1,2002,3
3226,ICU医生,,0,1,2002,3
3227,全科医生,,0,1,2002,3
3228,专科医生,,0,1,2002,3
3229,急诊医生,,0,1,2002,3
3230,临床医生,,0,1,2002,3
3231,病理医师,,0,1,2002,3
3232,辅诊医生,,0,1,2002,3
3233,接诊医生,,0,1,2002,3
3234,中药师,,0,1,2002,3
3235,药剂师,,0,1,2002,3
3236,护士,,0,1,2003,3
3237,护士长,,0,1,2003,3
3238,护工,,0,1,2003,3
3239,导医,,0,1,2003,3
3240,核酸检测员,,0,1,2003,3
3241,患教,,0,1,2003,3
3242,医疗管理,,0,1,2004,3
3243,医务管理,,0,1,2004,3
3244,医务干事,,0,1,2004,3
3245,医院院长/副院长,,0,1,2004,3
3246,药店店员,,0,1,2005,3
3247,药店店长,,0,1,2005,3
3248,执业药师/驻店药师,,0,1,2005,3
3249,健康顾问,,0,1,2006,3
3250,康复治疗师,,0,1,2006,3
3251,理疗师,,0,1,2006,3
3252,针灸推拿,,0,1,2006,3
3253,营养师,,0,1,2006,3
3254,产后康复师,,0,1,2006,3
3255,整形师,,0,1,2006,3
3256,医美咨询,,0,1,2006,3
3257,幼教,,0,1,2007,3
3258,儿童教育老师,,0,1,2007,3
3259,保育员,,0,1,2007,3
3260,亲子老师,,0,1,2007,3
3261,绘本老师,,0,1,2007,3
3262,园长/副园长,,0,1,2007,3
3263,英语教师,,0,1,2008,3
3264,数学教师,,0,1,2008,3
3265,语文教师,,0,1,2008,3
3266,物理教师,,0,1,2008,3
3267,化学教师,,0,1,2008,3
3268,生物教师,,0,1,2008,3
3269,美术教师,,0,1,2008,3
3270,音乐教师,,0,1,2008,3
3271,体育教师,,0,1,2008,3
3272,文科教师,,0,1,2008,3
3273,理科教师,,0,1,2008,3
3274,小学教师,,0,1,2008,3
3275,初中教师,,0,1,2008,3
3276,高中教师,,0,1,2008,3
3277,兼职教师,,0,1,2008,3
3278,家教,,0,1,2008,3
3279,托管老师,,0,1,2008,3
3280,大学教师,,0,1,2009,3
3281,大学教授,,0,1,2009,3
3282,考研培训讲师,,0,1,2009,3
3283,考研英语教师,,0,1,2009,3
3284,专升本讲师,,0,1,2009,3
3285,舞蹈老师,,0,1,2010,3
3286,乐器教师,,0,1,2010,3
3287,钢琴教师,,0,1,2010,3
3288,吉他教师,,0,1,2010,3
3289,古筝教师,,0,1,2010,3
3290,书法教师,,0,1,2010,3
3291,围棋教师,,0,1,2010,3
3292,表演教师,,0,1,2010,3
3293,游泳教师,,0,1,2010,3
3294,乐高教师,,0,1,2010,3
3295,机器人教师,,0,1,2010,3
3296,驾校教练,,0,1,2010,3
3297,球类运动教练,,0,1,2010,3
3298,篮球/羽毛球教练,,0,1,2010,3
3299,高尔夫教练,,0,1,2010,3
3300,瑜伽教练,,0,1,2010,3
3301,跆拳道教练,,0,1,2010,3
3302,武术教练,,0,1,2010,3
3303,轮滑教练,,0,1,2010,3
3304,拓展培训,,0,1,2010,3
3305,少儿英语教师,,0,1,2011,3
3306,日语教师,,0,1,2011,3
3307,汉语教师,,0,1,2011,3
3308,中文教师,,0,1,2011,3
3309,韩语教师,,0,1,2011,3
3310,德语教师,,0,1,2011,3
3311,外语教师,,0,1,2011,3
3312,外籍教师,,0,1,2011,3
3313,留学顾问,,0,1,2012,3
3314,雅思英语教师,,0,1,2012,3
3315,托福教师,,0,1,2012,3
3316,SAT教师,,0,1,2012,3
3317,出国留学考试培训讲师,,0,1,2012,3
3318,JAVA培训讲师,,0,1,2013,3
3319,C++培训讲师,,0,1,2013,3
3320,.NET培训讲师,,0,1,2013,3
3321,PHP培训讲师,,0,1,2013,3
3322,大数据讲师,,0,1,2013,3
3323,人工智能讲师,,0,1,2013,3
3324,机器学习讲师,,0,1,2013,3
3325,云计算讲师,,0,1,2013,3
3326,web前端培训讲师,,0,1,2013,3
3327,Unity3D培训讲师,,0,1,2013,3
3328,Android培训讲师,,0,1,2013,3
3329,iOS培训讲师,,0,1,2013,3
3330,编程教师,,0,1,2013,3
3331,IT培训,,0,1,2013,3
3332,UI设计培训讲师,,0,1,2013,3
3333,软件测试培训讲师,,0,1,2013,3
3334,保险培训师,,0,1,2014,3
3335,财会培训讲师,,0,1,2014,3
3336,HR培训讲师,,0,1,2014,3
3337,法律培训讲师,,0,1,2014,3
3338,播音主持教师,,0,1,2014,3
3339,动漫培训讲师,,0,1,2014,3
3340,美容导师,,0,1,2014,3
3341,美发培训师,,0,1,2014,3
3342,职业技术教师,,0,1,2014,3
3343,培训师,,0,1,2014,3
3344,课程顾问,,0,1,2015,3
3345,班主任/辅导员,,0,1,2015,3
3346,学习管理师,,0,1,2015,3
3347,校长/副校长,,0,1,2015,3
3348,校区主任,,0,1,2015,3
3349,助教,,0,1,2015,3
3350,教务管理,,0,1,2015,3
3351,教育产品研发,,0,1,2015,3
3352,课程设计,,0,1,2015,3
3353,课程编辑,,0,1,2015,3
3354,培训督导,,0,1,2015,3
3355,培训策划,,0,1,2015,3
3356,就业老师,,0,1,2015,3
3357,特教教师,,0,1,2016,3
3358,康复训练教师,,0,1,2016,3
3359,感统教师,,0,1,2016,3
3360,实验室技术员,,0,1,2017,3
3361,实验室负责人,,0,1,2017,3
3362,科研人员,,0,1,2017,3
3363,研究助理,,0,1,2017,3
3364,科研管理人员,,0,1,2017,3
3365,安全研究,,0,1,2017,3
3366,剪辑师,,0,1,2018,3
3367,视频编辑,,0,1,2018,3
3368,音频编辑,,0,1,2018,3
3369,摄影/摄像,,0,1,2018,3
3370,编导,,0,1,2018,3
